project_id,name,coingecko-id,description,token_image_url,ticker,website_url,webapp_url,contract_url,coingecko_url,llama_url,rekt_url,dune_url,whitepaper_url,github_url,docs_url,twitter_url,discord_url,telegram_url,medium_url,video_url,chain1,chain2
14,approved zone,,Ethereum smart contracts approvals dashboard,,,https://approved.zone/,,,,,,,,,,,,,,,,
15,Aragon,aragon,Build your Decentralized Autonomous Organization on open-source infrastructure with governance plugins,https://s2.coinmarketcap.com/static/img/coins/200x200/1680.png,ANT,https://aragon.org/,,,https://www.coingecko.com/en/coins/aragon,,,,,,https://aragon.org/developers,https://twitter.com/AragonProject,,,,,,
16,Arbitrum,,"Next generation layer 2 for Ethereum dApps. Use your favorite tools and scale your dApp at the lowest cost. Arbitrum is a suite of Ethereum scaling solutions that enables high-throughput, low cost smart contracts while remaining trustlessly secure",https://portal.arbitrum.io/assets/arbitrum_logo.png,,https://arbitrum.io/,https://portal.arbitrum.one/,,,,,,,https://github.com/OffchainLabs,,https://twitter.com/OffchainLabs,,,,,,
17,argent,,,,,https://www.argent.xyz/,,,,,,,,https://github.com/argentlabs/,https://docs.argent.xyz/wallet-connect-and-argent,https://twitter.com/argentHQ,https://discord.com/invite/GWSyrHg,,,,,
18,Art blocks curated,,Art Blocks Curated is the most strictly curated offering in the Art Blocks product suite. Submissions are made by individual artists or collaborations and approved by the curation board before they go live. These highly innovative releases by renowned artists reflect astounding beauty and innovation both artistically and technically.,,,https://opensea.io/collection/art-blocks,,,,,,,,,,https://twitter.com/artblocks_io,https://discord.com/invite/artblocks,,,,,
20,Augur,augur,"Augur is a trustless, decentralized platform for prediction markets. Augur is an Ethereum-based decentralized prediction market that leverages the wisdom of the crowds to create a search engine for the future that runs on its own token, REP. Augur allows users to create their markets for specific questions they may have and to profit from the trading buys while allowing users to buy positive or negative shares regarding the outcome of a future event.",https://assets.coingecko.com/coins/images/309/small/REP.png?1596339859,REP,https://www.augur.net/,,https://etherscan.io/token/0x221657776846890989a759BA2973e427DfF5C9bB,https://www.coingecko.com/en/coins/augur,https://defillama.com/protocol/augur,,,https://github.com/AugurProject/whitepaper/releases/latest/download/augur-whitepaper-v2.pdf,https://github.com/AugurProject,https://docs.augur.net/,https://twitter.com/AugurProject,https://discord.com/invite/aNBTq55,,,,,
21,Aurora,aurora-near,"Aurora is an EVM built on the NEAR Protocol, delivering a turn-key solution for developers to operate their apps on an Ethereum-compatible, high-throughput, scalable and future-safe platform, with low transaction costs for their users.",https://assets.coingecko.com/coins/images/20582/small/aurora.jpeg?1637250883,AURORA,https://aurora.dev/,,,https://www.coingecko.com/en/coins/aurora-near,https://defillama.com/chain/Aurora,,,,https://github.com/aurora-is-near,https://doc.aurora.dev/,https://twitter.com/auroraisnear,https://discord.com/invite/dEFJBz8HQV,https://t.me/auroraisnear,,,,
22,Austin Griffith's ETH repos,,"Includes scaffold-etc, a forkable Ethereum dev stack focused on fast product iterations, eth.build an educational sandbox for building on web3. Visually understand how Ethereum works by doing",,,https://github.com/austintgriffith,,,,,,,,,,https://twitter.com/austingriffith,,,,,,
23,Awesome Solidity,,"A curated list of awesome Solidity resources, libraries, tools and more.",,,https://github.com/bkrem/awesome-solidity,,,,,,,,,,https://twitter.com/bkrem_,,,,,,
24,awesome starknet,,A curated list of awesome StarkNet resources,,,https://github.com/gakonst/awesome-starknet,,,,,,,,,,,,,,,,
26,B.Protocol,b-protocol,"B.Protocol is a backstop protocol which BPRO holders govern. Users of the protocol have access to all the benefits of MakerDAO and Compound (soon Aave), with the additional benefit of splitting liquidation proceeds according to proportional usage of the protocol.",https://assets.coingecko.com/coins/images/15110/small/66428641.jpg?1619749844,BPRO,https://bprotocol.org/,https://app.bprotocol.org/app,,https://www.coingecko.com/en/coins/b-protocol,https://defillama.com/protocol/b.protocol,,,,https://github.com/backstop-protocol,,https://twitter.com/bprotocoleth,https://discord.com/invite/bJ4guuw,,https://medium.com/b-protocol,,,
27,Badger,badger-dao,Badger is a decentralized autonomous organization (DAO) with a single purpose: build the products and infrastructure necessary to accelerate Bitcoin as collateral across other blockchains.,https://assets.coingecko.com/coins/images/13287/thumb/badger_dao_logo.jpg?1607054976,BADGER,https://badger.finance/,https://app.badger.finance/,https://etherscan.io/token/0x3472a5a71965499acd81997a54bba8d852c6e53d,https://www.coingecko.com/en/coins/badger-dao,https://defillama.com/protocol/badger-dao,,https://dune.xyz/projects/badgerdao,,https://github.com/Badger-Finance,https://badger-finance.gitbook.io/badger-finance/badger-dao/overview,https://twitter.com/badgerdao,https://discord.com/invite/xSPFHHS,https://t.me/badger_dao,https://badgerdao.medium.com/,,,
28,Balancer,balancer,"Balancer is a multi-token automated market maker (AMM) that functions as a self-balancing weighted portfolio protocol. Balancer is built on the Ethereum network. It allows anyone to create or add liquidity to customizable pools and earn trading fees. Compared to a typical constant product AMM model, Balancer uses a generalization formula that could be adjusted to any number of tokens at any amount of weightage.",https://assets.coingecko.com/coins/images/11683/small/Balancer.png?1592792958,BAL,https://balancer.fi/,https://app.balancer.fi/#/,https://etherscan.io/token/0xba100000625a3754423978a60c9317c58a424e3D,https://www.coingecko.com/en/coins/balancer,https://defillama.com/protocol/balancer,,https://dune.xyz/projects/balancer,https://balancer.fi/whitepaper.pdf,https://github.com/balancer-labs,https://docs.balancer.fi/,https://twitter.com/BalancerLabs,https://discord.com/invite/ARJWaeF,,https://medium.com/balancer-protocol,,,
29,Bancor,bancor,"Bancor is a decentralized exchange. It is distinguished from other DEX protocols by its automated market maker, which lets people deposit liquidity in a single-sided fashion, whereas many other platforms require its visitors to provide liquidity with their tokens in an inherently two-sided way. Bancor's automated market maker mechanism achieves this through its native token, BNT, which is dynamically minted and co-invested by the protocol when visitors deposit their collateral as liquidity. Besides having BNT as the unitary counterpart asset of exchange for trading on the platform, the protocol also offers a unique solution against Impermanent Loss to its liquidity providers.",https://s2.coinmarketcap.com/static/img/coins/200x200/1727.png,BNT,https://bancor.network/,https://app.bancor.network/eth/data,https://docs.bancor.network/ethereum-contracts/addresses,https://www.coingecko.com/en/coins/bancor-network,https://defillama.com/protocol/bancor,,https://dune.xyz/projects/bancor,https://storage.googleapis.com/website-bancor/2018/04/01ba8253-bancor_protocol_whitepaper_en.pdf,https://github.com/bancorprotocol,https://docs.bancor.network/,https://twitter.com/Bancor,https://discord.com/invite/2ynKu8h5uV,https://t.me/bancor,https://bancor.medium.com/,,,
30,BarnBridge,barnbridge,BarnBridge is a fluctuations derivatives protocol for hedging yield sensitivity and market price.,https://assets.coingecko.com/coins/images/12811/small/barnbridge.jpg?1602728853,BOND,https://barnbridge.com/,https://app.barnbridge.com/,https://etherscan.io/token/0x0391D2021f89DC339F60Fff84546EA23E337750f,https://www.coingecko.com/en/coins/barnbridge,https://defillama.com/protocol/barnbridge,,https://dune.xyz/projects/barnbridge,,https://github.com/BarnBridge/,https://docs.barnbridge.com/,https://twitter.com/barn_bridge,https://discord.com/invite/FfEhsVk,,https://medium.com/barnbridge,,,
31,Binance,binancecoin,"Binance is the world's largest centralised crypto exchange. Depending on your location they offer access to spot and futures markets, derivatives, finance and NFTs",https://cryptologos.cc/logos/binance-coin-bnb-logo.png,BNB,https://www.binance.com/en/register?ref=VNP1A8SR,,,https://www.coingecko.com/en/coins/binance-coin,,,,,,,https://twitter.com/binance,,,,,,
32,Binance academy,,"Welcome to Binance Academy! We're on a mission to educate the masses on the transformative potential of cryptocurrency and blockchain technology. On this website, you'll find over 280 articles covering everything from computer security to economics. Oh, and they're in 21 different languages.",,,https://academy.binance.com/en,,,,,,,,,,https://twitter.com/binanceacademy,,https://t.me/binanceacademy,,,,
33,Bison Trails,,"Bison Trails provides a suite of easy-to-use infrastructure products and services on multiple blockchains. Run secure, fully managed node clusters; connect to blockchain data on 33 protocols to build Web3.0 applications; stake digital assets securely in 12 protocols; access structured blockchain data and transaction information",https://bisontrails.co/images/assets/brand-assets-2020/lockup/bison-trails-lockup-blue-transparent.png,,https://bisontrails.co/,,,,,,,,,,https://twitter.com/BisonTrails,,,,,,
34,Bitcoin wiki,,This is an independent project. It exists thanks to the active members of the cryptocurrency community.,,,https://en.bitcoinwiki.org/wiki/Main_Page,,,,,,,,,,,,,,,,
35,Blackpool,,"BlackPool is the first decentralised autonomous organisation (DAO) built solely for NFT gaming and trading. Their strategies will be based on their long-term passion for gaming and art, as they combine professional data analytics and machine learning to provide the best returns for their users.",,,https://www.blackpool.finance/,,,,,,,,,,https://twitter.com/BlackpoolHQ,https://discord.com/invite/blackpoolhq,https://t.me/BlackpoolHQ,,,,
36,Block Crunch,,"Block Crunch is one of the go-to podcasts that is trusted by fund managers, founders and operators in crypto and DeFi. Jason Choi, full-time crypto investor and General Partner at Spartan Capital, goes deep into the technology and economics behind crypto projects to dissect trends and themes in a global context.",,,https://podcasts.apple.com/us/podcast/blockcrunch-the-crypto-investor-podcast-project/id1350649166,,,,,,,,,,https://twitter.com/mrjasonchoi,,,,,,
37,Blockchain glossary by Bison Trails,,This living document by Bison Trails is a non-exhaustive list of key blockchain terms. Click through on each term for a longer explanation.,,,https://bisontrails.co/terminology/,,,,,,,,,,https://twitter.com/bisontrails,,,,,,
39,Bright id,,BrightID is a social identity network that allows you to prove that you’re only using one account.,https://pbs.twimg.com/profile_images/1204130517253160960/Yu5Aw2Co.jpg,,https://www.brightid.org/,,,,,,,https://www.brightid.org/whitepaper,,,https://twitter.com/BrightIDProject,https://discord.com/invite/nTtuB2M,https://t.me/brightidofficial,,,,
40,Brownie,,Brownie is a Python-based development and testing framework for smart contracts targeting the Ethereum Virtual Machine.,,,https://eth-brownie.readthedocs.io/,,,,,,,,,,https://twitter.com/brownieeth,,,,,,
41,cairo by example,,A Turing-complete language making it possible for all blockchain developers to harness the power of STARKs,,,https://github.com/abigger87/cairo-by-example,,,,,,,,,,,,,,,,
42,Capture the Ether,,Capture the Ether is a game in which you hack Ethereum smart contracts to learn about security. It's meant to be both fun and educational.,,,https://capturetheether.com/,,,,,,,,,,https://twitter.com/smarx,,,,,,
43,Chainlink,chainlink,"Chainlink decentralized oracle networks provide tamper-proof inputs, outputs, and computations to support advanced smart contracts on any blockchain",https://raw.githubusercontent.com/trustwallet/assets/master/blockchains/ethereum/assets/0x514910771AF9Ca656af840dff83E8264EcF986CA/logo.png,LINK,https://chain.link/,,,https://www.coingecko.com/en/coins/chainlink,,,,,https://github.com/smartcontractkit,,https://twitter.com/Chainlink,https://discord.com/invite/aSK4zew,https://t.me/chainlinkofficial,,,,
44,Officer CIA,,Independent Security Researcher; Lobster DAO Admin; Gitcoin & LidoGrants Grantee; ENSdomains Delegate; Former Immunefi,,,https://start.me/p/QRg5ad/officercia,,,,,,,,https://github.com/OffcierCia,,https://twitter.com/officer_cia,,https://t.me/officer_cia,https://officercia.medium.com/,,,
45,cmichel,,How to become a smart contract auditor,,,https://cmichel.io/how-to-become-a-smart-contract-auditor/,,,,,,,,,,,,,,,,
46,CoFiX,cofix,CoFiX Dapp is a Token Swap on Ethereum. It provides traders ways get market prices at the smallest spread.,https://assets.coingecko.com/coins/images/12781/small/dnPnSkfa_400x400.png?1602885321,COFI,https://cofix.io/,,https://etherscan.io/token/0x1a23a6BfBAdB59fa563008c0fB7cf96dfCF34Ea1,https://www.coingecko.com/en/coins/cofix,https://defillama.com/protocol/cofix,,,https://github.com/Computable-Finance,https://github.com/Computable-Finance,https://docs.cofix.io/,https://twitter.com/cofixprotocol,,https://t.me/CoFiXProtocol,,,,
47,Coin particle,,Cryptocurrency price visualisations,,,https://www.coinparticle.com/price/changes/24hour,,,,,,,,,,https://twitter.com/Coinparticle,,,,,,
48,Coin98,coin98,Coin98 is a multi-chain wallet & DeFi Gateway designed to seamlessly connect users to the crypto world in a safe and secure manner.,,C98,https://coin98.net/,,,,,,,,,,https://twitter.com/Coin98Analytics,,,,,,
49,coinalyze,,"The professional traders analytics platform: live prices and charts, aggregated open interest, funding rate, liquidations, statistics, news and more. All the tools a crypto trader might need.",,,https://coinalyze.net/,,,,,,,,,,,,,,,,
50,Coinbase,,"Coinbase is he most trusted cryptocurrency platform, and an ideal starting point if you're new to crypto. They started in 2012 with the idea that anyone, anywhere, should be able to easily and securely send and receive Bitcoin. Today, they offer a trusted and easy-to-use platform for accessing the broader cryptoeconomy.",https://assets.coinbase.com/assets/coinbase.d491999a12d7c093ec6cd83ad64a1e23.png,,https://www.coinbase.com/,,,,,,,,,,https://twitter.com/coinbase,,,,,,
51,Coingecko,,"CoinGecko provides a fundamental analysis of the crypto market. In addition to tracking price, volume and market capitalization, CoinGecko tracks community growth, open-source code development, major events and on-chain metrics.",,,https://www.coingecko.com/,,,,,,,,,,https://twitter.com/coingecko,https://discord.com/invite/EhrkaCH,https://t.me/coingecko,,,,
52,Colony,,"The Colony Network is a suite of smart contracts, running on Ethereum. It provides a general purpose framework for the essential functions organizations require, such as ownership, structure, authority, and financial management.",,,https://colony.io/,https://xdai.colony.io/landing,,,,,,https://colony.io/whitepaper.pdf,,https://colony.gitbook.io/colony/,https://twitter.com/joincolony,https://discord.com/invite/feVZWwysqM,,,,,
53,Cometh,,"Cometh is a defi powered game with yield generating NFT. Get a spaceship, explore the galaxy and earn tokens.",,,https://www.cometh.io/,https://battle.cometh.io/,,,,,,,https://github.com/cometh-game,https://docs.cometh.io/,https://twitter.com/MUSTCometh,https://discord.com/invite/gAWTyctkze,https://t.me/cometh_io,https://medium.com/cometh,,,
54,Compound,compound-governance-token,"Compound is a decentralized autonomous interest rate protocol. It allows people to lend and borrow their cryptocurrencies, and establishes money markets by algorithmically setting interest rates based on supply and demand of various assets. Its native token is COMP, allowing holders to propose and vote on changes made to the protocol.",https://assets.coingecko.com/coins/images/10775/thumb/COMP.png?1592625425,COMP,https://compound.finance/,https://app.compound.finance/,https://compound.finance/docs#networks,https://www.coingecko.com/en/coins/compound,https://defillama.com/protocol/compound,,https://dune.xyz/projects/compound,https://compound.finance/documents/Compound.Whitepaper.pdf,https://github.com/compound-finance,https://compound.finance/docs,https://twitter.com/compoundfinance,https://discord.com/invite/cU7vmVW,,https://medium.com/compound-finance,,,
55,Consensys' Ethereum Developer Tools List,,"A guide to available tools, components, patterns, and platforms for developing applications on Ethereum.",,,https://github.com/ConsenSys/ethereum-developer-tools-list,,,,,,,,,,https://twitter.com/Consensys,,,,,,
56,Consensys,,Consensys develops full-stack Ethereum products to help developers build next-generation networks and enable enterprises to launch more powerful financial infrastructure,https://miro.medium.com/max/3150/1*HWsBYAT2n833Op1P3T_Osw.png,,https://consensys.net/,,,,,,,,,,https://twitter.com/ConsenSys,,,,,,
57,Convex Finance,convex-finance,"Boosted Curve Staking. Deposit liquidity, earn boosted CRV and rewards",https://assets.coingecko.com/coins/images/15585/small/convex.png?1621256328,CVX,https://www.convexfinance.com/,,,https://www.coingecko.com/en/coins/convex-finance,,,,,https://github.com/convex-eth/platform,https://docs.convexfinance.com/convexfinance/,https://twitter.com/ConvexFinance,https://discord.com/invite/uAwvZfs9qU,https://t.me/convexEthChat,https://convexfinance.medium.com/,,,
58,Cool cats,,"Cool Cats is a collection of 9,999 randomly generated and stylistically curated NFTs",,,https://opensea.io/collection/cool-cats-nft,,,,,,,,,,https://twitter.com/coolcatsnft,https://discord.com/invite/coolcatsnft,,https://coolcatsnft.medium.com/,,,
59,CowSwap,cow-protocol,CowSwap is the first trading interface built on top of Gnosis Protocol v2. CowSwap is a Meta DEX aggregator that allows you to trade with MEV protection.,,,https://cow.fi/,https://cowswap.exchange/,https://etherscan.io/address/0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab,https://www.coingecko.com/en/coins/cow-protocol,,,,,,https://docs.cow.fi/,https://twitter.com/MEVprotection,https://discord.com/invite/cowprotocol,,https://cow-protocol.medium.com/,,,
60,Cozy,,Cozy is an open-source protocol for automated and trust-minimized Protection Markets. Protection Markets allow you to provide and receive protection against predefined conditions like a loss of funds due to a smart contract hack. Anybody can create and use Protection Markets.,,,https://www.cozy.finance/,https://www.cozy.finance/,,,,,,"","",,https://twitter.com/cozyfinance,"","","",,,
61,Crypto art data,,"Crypto Art Data is a platform that aggregates multiple datasets and creates indicators about the NFT space. As well as this, it also showcases some of the most expensive NFTs across multiple platforms",,,https://cryptoart.io/data,,,,,,,,,,,,,,,,
62,Crypto Fees,,Crypto Fees aggregates the generated fees of multiple crypto platforms (Layer 1's and Layer 2's) and displays them in a ranked order from highest generated fees to lowest.,,,https://cryptofees.info/,,,,,,,,,https://cryptofees.info/api-docs,https://twitter.com/CryptoStats_,https://discord.com/invite/UVWn8haPfj,,,,,
63,Crypto Kitties,,"CryptoKitties is an online game where players buy, trade and breed adorable digital cats.",,,https://www.cryptokitties.co/,,,,,,,,,,https://twitter.com/cryptokitties,https://discord.com/invite/cryptokitties,,,,,
64,Crypto scam db,,"CryptoScamDB is dedicated to creating a safer cryptospace by educating the public on best security practices, uncovering malicious actors, and exposing scams, as well as providing scam detection services that can be integrated into existing products.",,,https://www.cryptoscamdb.org/scams,,,,,,,,,,https://twitter.com/CryptoScamDB,,,,,,
65,Crypto security 101,,A medium article for newcomers entering the space to gain some best-practices for crypto security.,,,https://medium.com/mycrypto/the-10-best-things-you-can-do-to-not-lose-your-crypto-dba4f5c05c7,,,,,,,,,,https://twitter.com/MyCrypto,,,,,,
66,Crypto Testers,,"Cryptotesters is your go-to resource to navigate the crypto universe. We help you find the best cryptocurrency exchanges, wallets and much more.",,,https://cryptotesters.com/,,,,,,,,,,https://twitter.com/cryptotesters,,,,,,
67,Cryptocurrency Jobs,,The leading job board for blockchain jobs and cryptocurrency jobs. Cryptocurrency Jobs curates the best new blockchain jobs at leading companies and startups that use blockchain technology.,,,https://cryptocurrencyjobs.co/,,,,,,,,,,https://twitter.com/jobsincrypto,,,,,,
68,CryptoJobs,,"CryptoJobs is the #1 website for blockchain jobs. We believe the emergence of blockchain technology and decentralized applications will change the world as we know it, and it’s already happening. We’re on a mission to connect talented individuals to the best blockchain projects, to accelerate the advent of a more decentralized world.",,,https://crypto.jobs/,,,,,,,,,,https://twitter.com/GetCryptoJobs,,,,,,
69,CryptoJobsList,,Discover over 2148+ open Cryptocurrency Jobs and Blockchain Jobs on Crypto Jobs List — the #1 site to find and post jobs. Connect with companies hiring in a few clicks and begin your next experience in the industry.,,,https://cryptojobslist.com/,,,,,,,,https://github.com/cryptojobslist,,https://twitter.com/CryptoJobsList,https://discord.com/invite/PjscVNGKu7,https://t.me/cryptojobslist,,,,
70,Cryptolife,,"CryptoLife offers a comprehensive portfolio of textiles, textile finishing and merchandise related to cryptocurrencies.",,,https://cryptolife.shop/,,,,,,,,,,https://twitter.com/cryptolife_shop,,,,,,
71,Cryptovoxels,,"Cryptovoxels is a virtual world and metaverse, powered by the Ethereum blockchain. Players can buy land and build stores and art galleries. Editing tools, avatars and text chat are built in.",,,https://www.cryptovoxels.com/,,,,,,,,,,https://twitter.com/cryptovoxels,https://discord.com/invite/rQVMQax,,,,,
72,CryptoZombies,,CryptoZombies is an interactive school that teaches you all things technical about blockchains. Learn to make smart contracts in Solidity or Libra by making your own crypto-collectibles game.,,,https://cryptozombies.io/,,,,,,,,,,https://twitter.com/loomnetwork,,,,,,
73,Curve,curve-dao-token,"Curve is a decentralized exchange protocol. It is mainly utilized for swapping various stablecoins, as its Automated Market Maker mechanism is designed to handle such trades very efficiently. The protocol's native token is CRV, which people may stake for periods of time in order to earn the right to partake in the protocol's governance decisions as well as to claim a part of the protocol's cash flows.",https://assets.coingecko.com/coins/images/12124/thumb/Curve.png?1597369484,CRV,https://www.curve.fi/,https://www.curve.fi/,https://etherscan.io/token/0xd533a949740bb3306d119cc777fa900ba034cd52,https://www.coingecko.com/en/coins/curve-dao-token,https://defillama.com/protocol/curve,,https://dune.xyz/projects/curvefi,https://curve.fi/whitepaper,https://github.com/curvefi,https://curve.readthedocs.io/,https://twitter.com/curvefinance,https://discord.com/invite/9uEHakc,https://t.me/curvefi,,,,
74,Daohaus,daohaus,DAOhaus is a no-code platform for launching and running DAOs. It is owned and operated by the community. All DAOs on the platform utilize the glorious open-source code of Moloch,,HAUS,https://daohaus.club/,https://app.daohaus.club/,,https://www.coingecko.com/en/coins/daohaus,,,,,https://github.com/HausDAO,https://daohaus.club/docs/devs/,https://twitter.com/nowdaoit,https://discord.com/invite/daohaus,,,,,
75,DappRadar,dappradar,,https://assets.coingecko.com/coins/images/20894/small/radar.png?1640306268,RADAR,https://dappradar.com/,,,https://www.coingecko.com/en/coins/dappradar,,,,,,,https://twitter.com/dappradar,https://discord.com/invite/4ybbssrHkm,https://t.me/joinchat/GdhNjQ8PMhCZ_a0CZutmXg,,,,
76,dapptools,,"dapptools is a suite of Ethereum focused CLI tools following the Unix design philosophy, favoring composability, configurability and extensibility.",,,https://github.com/dapphub/dapptools,,,,,,,,,,https://twitter.com/dapptools,,,,,,
77,debank,,"DeBank is a dashboard for tracking your DeFi portfolio, with data and analytics for decentralized lending protocols, stablecoins, margin trading platforms and DEXes. ",,,https://debank.com/,,,,,,,,,,,,,,,,
78,Decentraland,decentraland,"Decentraland is a decentralized virtual reality platform powered by the Ethereum blockchain. Within the Decentraland platform, users can create, experience, and monetize their content and applications.",https://assets.coingecko.com/coins/images/878/thumb/decentraland-mana.png?1550108745,MANA,https://decentraland.org/,,,https://www.coingecko.com/en/coins/decentraland,,,,,https://github.com/decentraland,,https://twitter.com/decentraland,https://decentraland.org/discord/,,,,,
79,Decrypt,,Decrypt is a journalistic platform that keeps its audience up to date with the lastest events happening in the cryptocurrency space.,,,https://decrypt.co,,,,,,,,,,https://twitter.com/decryptmedia,https://discord.com/invite/Dw9KBXmjJX,,,,,
80,DeFi developer roadmap,,Here we collect and discuss the best DeFi & Blockchain researches and tools,,,https://github.com/OffcierCia/DeFi-Developer-Road-Map,,,,,,,,,,,,,,,,
